meanRMSE,sdRMSE,method,swapRate,bagSize,dataset
114.583121262147,49.0301021454895,LM Control,0.2,20,machine
66.6236089980504,20.4505788489374,LM Supervised,0.2,20,machine
124.891813350717,54.2202186161689,KNN AggOut,0.2,20,machine
138.701570994829,50.5619205341295,SVR AggOut,0.2,20,machine
99.7096559559584,40.3560393500956,LM AggOut,0.4,20,machine
133.791078961723,47.1600113675308,LM Control,0.4,20,machine
69.9754631660338,24.2196383746018,LM Supervised,0.4,20,machine
139.306857816121,50.2934484145963,KNN AggOut,0.4,20,machine
142.030661485674,50.8966215632934,SVR AggOut,0.4,20,machine
115.786739746016,46.4667934189124,LM AggOut,1,20,machine
146.348272778774,48.9419625990547,LM Control,1,20,machine
68.8634215738767,21.7047598057889,LM Supervised,1,20,machine
149.123321090585,49.6950924464072,KNN AggOut,1,20,machine
146.214129349043,49.9795571127833,SVR AggOut,1,20,machine
120.789949700287,52.7420374299274,LM AggOut,2,20,machine
145.967202687927,56.4535716365135,LM Control,2,20,machine
67.101643861155,20.7111893528363,LM Supervised,2,20,machine
148.124363576946,56.3021519180882,KNN AggOut,2,20,machine
145.195796247734,55.6334666803235,SVR AggOut,2,20,machine
0.0028508164030402,0.00176533735174897,LM AggOut,0,3,bodyfat
0.00297207761597381,0.00178163346017984,LM Control,0,3,bodyfat
0.00259096239223072,0.00181398888278457,LM Supervised,0,3,bodyfat
0.00854761348580453,0.00171516747359767,KNN AggOut,0,3,bodyfat
0.00230696877878702,0.00194454788788006,SVR AggOut,0,3,bodyfat
0.00309937751223519,0.00167544437958846,LM AggOut,0.05,3,bodyfat
0.00458720339505509,0.00148435627064784,LM Control,0.05,3,bodyfat
0.00263448382220803,0.00177176466219488,LM Supervised,0.05,3,bodyfat
0.00969007214446073,0.00174296085013146,KNN AggOut,0.05,3,bodyfat
0.00232478561609068,0.00191091172144308,SVR AggOut,0.05,3,bodyfat
0.00378818603260658,0.001814674734385,LM AggOut,0.1,3,bodyfat
0.0066146773395531,0.00159185327192157,LM Control,0.1,3,bodyfat
0.00258248797359074,0.00183185450922821,LM Supervised,0.1,3,bodyfat
0.0110198682377986,0.00148828967958065,KNN AggOut,0.1,3,bodyfat
0.00229170444643962,0.0019562521285775,SVR AggOut,0.1,3,bodyfat
0.0048342036919744,0.00175601243923066,LM AggOut,0.2,3,bodyfat
0.00926374546046787,0.0019368162383111,LM Control,0.2,3,bodyfat
0.0025717375482698,0.00184093888436372,LM Supervised,0.2,3,bodyfat
0.0127649901353373,0.00183562180863243,KNN AggOut,0.2,3,bodyfat
0.00226953786995124,0.00199563432259195,SVR AggOut,0.2,3,bodyfat
0.00627200553298041,0.00170795718527174,LM AggOut,0.4,3,bodyfat
0.0117320501863137,0.00125468481398414,LM Control,0.4,3,bodyfat
0.00256379925112012,0.00184094198271245,LM Supervised,0.4,3,bodyfat
0.01415347797426,0.0015197184385556,KNN AggOut,0.4,3,bodyfat
0.00227807719131868,0.00196354923691667,SVR AggOut,0.4,3,bodyfat
0.00756831815457192,0.00231632044155653,LM AggOut,1,3,bodyfat
0.0131125656707777,0.0013875916252209,LM Control,1,3,bodyfat
0.00248758509201789,0.00190420165245131,LM Supervised,1,3,bodyfat
0.0151126425635069,0.00131648476984397,KNN AggOut,1,3,bodyfat
0.00218421898489564,0.00205230350474993,SVR AggOut,1,3,bodyfat
0.00736075767508323,0.00217941232971939,LM AggOut,2,3,bodyfat
0.0132117858829624,0.00171991756690846,LM Control,2,3,bodyfat
0.00258200831091721,0.00183078658700798,LM Supervised,2,3,bodyfat
0.0151787026474981,0.00181787238291082,KNN AggOut,2,3,bodyfat
0.0022505346964629,0.00200167646919521,SVR AggOut,2,3,bodyfat
0.0029644818884999,0.00176854244077431,LM AggOut,0,5,bodyfat
0.00291508087584615,0.00180321025987904,LM Control,0,5,bodyfat
0.00252405567844147,0.00186548324490232,LM Supervised,0,5,bodyfat
0.00861347362419006,0.00171461983938878,KNN AggOut,0,5,bodyfat
0.00237091799027374,0.00192558466423294,SVR AggOut,0,5,bodyfat
0.00347554043998721,0.00180696976986251,LM AggOut,0.05,5,bodyfat
0.00502567733114958,0.00187202111375019,LM Control,0.05,5,bodyfat
0.00255168166867288,0.00185038860326959,LM Supervised,0.05,5,bodyfat
0.00989616085171332,0.00194698948958166,KNN AggOut,0.05,5,bodyfat
0.0024122689943861,0.00190461914200888,SVR AggOut,0.05,5,bodyfat
0.00424752850502744,0.00198864931895454,LM AggOut,0.1,5,bodyfat
0.00707736891240477,0.00176055165808695,LM Control,0.1,5,bodyfat
0.00251429879353432,0.0018958870310093,LM Supervised,0.1,5,bodyfat
0.0112760080734806,0.00131932916010626,KNN AggOut,0.1,5,bodyfat
0.00228369029627434,0.00200711637161161,SVR AggOut,0.1,5,bodyfat
0.00562904748893561,0.00171590868150172,LM AggOut,0.2,5,bodyfat
0.0104188406371681,0.00167430906111786,LM Control,0.2,5,bodyfat
0.00254570594567376,0.00186484332695034,LM Supervised,0.2,5,bodyfat
0.0134161829791491,0.00172771920268888,KNN AggOut,0.2,5,bodyfat
0.00233150566066552,0.0019438691506235,SVR AggOut,0.2,5,bodyfat
0.00779150548824878,0.00223308856965049,LM AggOut,0.4,5,bodyfat
0.0138133684609083,0.00154935073000816,LM Control,0.4,5,bodyfat
0.00248373292489508,0.00190917567008973,LM Supervised,0.4,5,bodyfat
0.0155894855658564,0.00159118461960075,KNN AggOut,0.4,5,bodyfat
0.00229868235557422,0.00200808341061454,SVR AggOut,0.4,5,bodyfat
0.00921052573303301,0.00198288576344486,LM AggOut,1,5,bodyfat
0.0154565940335402,0.00140862172133014,LM Control,1,5,bodyfat
0.00261507081674311,0.0017852272567057,LM Supervised,1,5,bodyfat
0.0167291501795858,0.00134552721912366,KNN AggOut,1,5,bodyfat
0.00235264313343234,0.00188806742310931,SVR AggOut,1,5,bodyfat
0.00992336036780575,0.00225864879916577,LM AggOut,2,5,bodyfat
0.0154678507726871,0.00128029881549447,LM Control,2,5,bodyfat
0.00254477880581984,0.00185861778087093,LM Supervised,2,5,bodyfat
0.0167504553142627,0.00143410424253378,KNN AggOut,2,5,bodyfat
0.00234449527471565,0.00195136099275872,SVR AggOut,2,5,bodyfat
0.00298053809057401,0.00168713334341374,LM AggOut,0,10,bodyfat
0.00296922538683811,0.00171119725756142,LM Control,0,10,bodyfat
0.00256582336292799,0.00182119731594486,LM Supervised,0,10,bodyfat
0.0086675557639009,0.00152580917716384,KNN AggOut,0,10,bodyfat
0.004504486933505,0.00206275513954222,SVR AggOut,0,10,bodyfat
0.00397243701282907,0.00158793479907776,LM AggOut,0.05,10,bodyfat
0.00551162574108022,0.00157660471752413,LM Control,0.05,10,bodyfat
0.00255501458335413,0.00184339906386232,LM Supervised,0.05,10,bodyfat
0.0103021186360719,0.00182856931771835,KNN AggOut,0.05,10,bodyfat
0.00446503966341286,0.00246233642271985,SVR AggOut,0.05,10,bodyfat
0.0046654369268922,0.0019143305375598,LM AggOut,0.1,10,bodyfat
0.00790157934700188,0.00207291745920497,LM Control,0.1,10,bodyfat
0.00252277945274849,0.00188637143661065,LM Supervised,0.1,10,bodyfat
0.0116840727968389,0.00183889791645761,KNN AggOut,0.1,10,bodyfat
0.00492579168527031,0.00259881553083963,SVR AggOut,0.1,10,bodyfat
0.00646229905772333,0.00199379714720794,LM AggOut,0.2,10,bodyfat
0.0115529741843674,0.00149580273513951,LM Control,0.2,10,bodyfat
0.00260405313911362,0.00177610164058716,LM Supervised,0.2,10,bodyfat
0.0141879179220295,0.00156522870690279,KNN AggOut,0.2,10,bodyfat
0.00480844809909473,0.00287598675560094,SVR AggOut,0.2,10,bodyfat
0.00930149267592716,0.00272167110323763,LM AggOut,0.4,10,bodyfat
0.0152832843878712,0.00138694349796386,LM Control,0.4,10,bodyfat
0.0025323246759602,0.00187445525911289,LM Supervised,0.4,10,bodyfat
0.0166082640892528,0.00154781159115553,KNN AggOut,0.4,10,bodyfat
0.00587493472144786,0.00302273670807322,SVR AggOut,0.4,10,bodyfat
0.013218662759532,0.00326387044764845,LM AggOut,1,10,bodyfat
0.0172928948887684,0.00167308615617422,LM Control,1,10,bodyfat
0.00254559715314263,0.00184950001726584,LM Supervised,1,10,bodyfat
0.0178478339729335,0.00151847786263593,KNN AggOut,1,10,bodyfat
0.00476026719913953,0.00231934710408089,SVR AggOut,1,10,bodyfat
0.0130159201436677,0.00259329836410113,LM AggOut,2,10,bodyfat
0.0173515325339447,0.0014411052415065,LM Control,2,10,bodyfat
0.00257133780648797,0.00183649962136026,LM Supervised,2,10,bodyfat
0.0178657199165936,0.00152729578898233,KNN AggOut,2,10,bodyfat
0.00462605596593299,0.00221023256560532,SVR AggOut,2,10,bodyfat
0.00306303811783567,0.00180241071101532,LM AggOut,0,20,bodyfat
0.00322357682448991,0.00179902863551391,LM Control,0,20,bodyfat
0.00260476272221114,0.00178780890186008,LM Supervised,0,20,bodyfat
0.00871089481086451,0.0016757681051156,KNN AggOut,0,20,bodyfat
0.0106461008654507,0.00622195309726414,SVR AggOut,0,20,bodyfat
0.00413511382561382,0.0015716223441675,LM AggOut,0.05,20,bodyfat
0.00591942267443326,0.00160043943807493,LM Control,0.05,20,bodyfat
0.00252133452428779,0.00189112683797113,LM Supervised,0.05,20,bodyfat
0.0101943747417759,0.00146321143648049,KNN AggOut,0.05,20,bodyfat
0.00933941448395176,0.00420150868491018,SVR AggOut,0.05,20,bodyfat
0.00507205487131056,0.0018461837746422,LM AggOut,0.1,20,bodyfat
0.0086358647295055,0.00171164549904778,LM Control,0.1,20,bodyfat
0.00259932704267834,0.00180462622428736,LM Supervised,0.1,20,bodyfat
0.0120244227597155,0.00144854065770421,KNN AggOut,0.1,20,bodyfat
0.00843362020652434,0.00319707856654405,SVR AggOut,0.1,20,bodyfat
0.00676176929628443,0.00191546007262248,LM AggOut,0.2,20,bodyfat
0.0120154328680304,0.00172717954140593,LM Control,0.2,20,bodyfat
0.00253692562034352,0.00188261658736087,LM Supervised,0.2,20,bodyfat
0.0144175782412671,0.00191129687805128,KNN AggOut,0.2,20,bodyfat
0.00778259047318574,0.00329224090889513,SVR AggOut,0.2,20,bodyfat
0.010397207542781,0.00258966314941223,LM AggOut,0.4,20,bodyfat
0.0160075512830098,0.00165628816552475,LM Control,0.4,20,bodyfat
0.002528163252423,0.00186127400866512,LM Supervised,0.4,20,bodyfat
0.0169567971647639,0.00158466048611071,KNN AggOut,0.4,20,bodyfat
0.00752414573333688,0.00257189973632459,SVR AggOut,0.4,20,bodyfat
0.0142589104979245,0.00286160206462523,LM AggOut,1,20,bodyfat
0.0179923439517666,0.00159000816088227,LM Control,1,20,bodyfat
0.00256517715285155,0.00184872490620157,LM Supervised,1,20,bodyfat
0.018355524325533,0.00166163936849477,KNN AggOut,1,20,bodyfat
0.00763874465554215,0.00280265842621303,SVR AggOut,1,20,bodyfat
0.0151011516654711,0.00223816476046335,LM AggOut,2,20,bodyfat
0.0181201829584684,0.00134065077882558,LM Control,2,20,bodyfat
0.00253819562770435,0.00186684169637407,LM Supervised,2,20,bodyfat
0.0184762586987283,0.00140122705936262,KNN AggOut,2,20,bodyfat
0.00835872128503806,0.0035406268919387,SVR AggOut,2,20,bodyfat
20.091171093538,1.76287667801692,LM AggOut,0,3,eunite2001
19.0611697299769,1.79231057433783,LM Control,0,3,eunite2001
19.0320684887917,1.86943400943934,LM Supervised,0,3,eunite2001
23.2375710499916,2.07583902459562,KNN AggOut,0,3,eunite2001
30.6335198077164,2.89086489701103,SVR AggOut,0,3,eunite2001
19.8781048616374,1.86639789211488,LM AggOut,0.05,3,eunite2001
20.2046555721416,1.94586099991687,LM Control,0.05,3,eunite2001
19.036142294832,1.69225189999839,LM Supervised,0.05,3,eunite2001
24.6726663085763,2.48104785478702,KNN AggOut,0.05,3,eunite2001
30.8516829710339,2.80751980010555,SVR AggOut,0.05,3,eunite2001
20.0880081272176,1.72077762934374,LM AggOut,0.1,3,eunite2001
22.644037998777,2.42807925405144,LM Control,0.1,3,eunite2001
19.0511329586686,1.70734507813365,LM Supervised,0.1,3,eunite2001
27.2980170841142,2.43292275813851,KNN AggOut,0.1,3,eunite2001
31.4802740771942,2.9001523628234,SVR AggOut,0.1,3,eunite2001
20.3786963048577,2.22024989522052,LM AggOut,0.2,3,eunite2001
27.2600414332803,2.9085283141931,LM Control,0.2,3,eunite2001
19.0215347052483,1.45406375130306,LM Supervised,0.2,3,eunite2001
31.355338116813,2.77632683493805,KNN AggOut,0.2,3,eunite2001
32.5683389344095,3.24010958933316,SVR AggOut,0.2,3,eunite2001
21.753664249365,3.04580880479074,LM AggOut,0.4,3,eunite2001
32.2365502304413,3.4918178193993,LM Control,0.4,3,eunite2001
19.0212576696084,1.56784044403114,LM Supervised,0.4,3,eunite2001
35.7872354241765,3.64061337916239,KNN AggOut,0.4,3,eunite2001
34.2327629084096,3.56783884785897,SVR AggOut,0.4,3,eunite2001
23.2872823121237,3.93226036189208,LM AggOut,1,3,eunite2001
35.2041062053978,3.32164250670003,LM Control,1,3,eunite2001
19.0254662893724,1.59178252158106,LM Supervised,1,3,eunite2001
38.0140859390418,3.34440046945784,KNN AggOut,1,3,eunite2001
35.3070946731597,3.11962540178063,SVR AggOut,1,3,eunite2001
23.4715897374457,3.51384463111662,LM AggOut,2,3,eunite2001
35.5639477271198,3.3381865277479,LM Control,2,3,eunite2001
19.0453190195794,1.72930622324374,LM Supervised,2,3,eunite2001
37.6981174248419,3.45316743400619,KNN AggOut,2,3,eunite2001
35.4126062275593,3.42805108225582,SVR AggOut,2,3,eunite2001
20.6258798496001,2.27688916489546,LM AggOut,0,5,eunite2001
19.1906305954724,1.82150815190347,LM Control,0,5,eunite2001
19.118757686472,1.81879053381622,LM Supervised,0,5,eunite2001
23.1441141923289,2.55699596218294,KNN AggOut,0,5,eunite2001
30.6191017389163,3.11904239024543,SVR AggOut,0,5,eunite2001
20.3446299269954,1.94897592478606,LM AggOut,0.05,5,eunite2001
21.0860506876949,2.23623065339915,LM Control,0.05,5,eunite2001
18.9308534342198,1.68504211651529,LM Supervised,0.05,5,eunite2001
25.7522066921802,2.90458309853122,KNN AggOut,0.05,5,eunite2001
31.019198670631,2.997094171617,SVR AggOut,0.05,5,eunite2001
20.4893238985009,2.00155665531375,LM AggOut,0.1,5,eunite2001
24.262838856529,3.18397878677553,LM Control,0.1,5,eunite2001
18.9827424951786,1.88264771902284,LM Supervised,0.1,5,eunite2001
28.3518385367542,2.96645373465086,KNN AggOut,0.1,5,eunite2001
31.7102678698695,3.40272075393524,SVR AggOut,0.1,5,eunite2001
21.8568667079969,2.51682089004224,LM AggOut,0.2,5,eunite2001
30.0109264784494,3.11697726087579,LM Control,0.2,5,eunite2001
19.0072167607465,1.77685931125737,LM Supervised,0.2,5,eunite2001
33.812879736526,3.05264337897593,KNN AggOut,0.2,5,eunite2001
33.1027279300979,3.02254230760119,SVR AggOut,0.2,5,eunite2001
23.3977606679687,3.88544819008799,LM AggOut,0.4,5,eunite2001
35.8155316029579,4.00976276981512,LM Control,0.4,5,eunite2001
19.0303237724696,1.65866235400211,LM Supervised,0.4,5,eunite2001
38.2121711223649,4.25893155164098,KNN AggOut,0.4,5,eunite2001
35.0399321367726,3.56219672866388,SVR AggOut,0.4,5,eunite2001
26.9426880547636,5.25251152390632,LM AggOut,1,5,eunite2001
40.0210259237327,3.42152186119977,LM Control,1,5,eunite2001
19.080537380118,1.60158584631261,LM Supervised,1,5,eunite2001
41.7050850256363,3.24455378290553,KNN AggOut,1,5,eunite2001
37.3058580808547,3.26542901446939,SVR AggOut,1,5,eunite2001
28.1912471501498,4.59862555778895,LM AggOut,2,5,eunite2001
40.2680887292618,3.51928485429701,LM Control,2,5,eunite2001
19.088559576528,1.40177364199248,LM Supervised,2,5,eunite2001
41.8726591663378,3.56589444542805,KNN AggOut,2,5,eunite2001
37.7015248335252,3.61697294790386,SVR AggOut,2,5,eunite2001
20.3279383723936,1.85010216481207,LM AggOut,0,10,eunite2001
19.1882664526149,1.5923620723097,LM Control,0,10,eunite2001
19.1096259088342,1.54685915389908,LM Supervised,0,10,eunite2001
23.2043081442102,2.15713548901417,KNN AggOut,0,10,eunite2001
31.1108738682488,3.26276792614877,SVR AggOut,0,10,eunite2001
20.7828101684399,1.58812070029033,LM AggOut,0.05,10,eunite2001
21.5683870889105,1.98826921435456,LM Control,0.05,10,eunite2001
19.0623310459377,1.32550046751109,LM Supervised,0.05,10,eunite2001
26.1970755768013,2.25356187446319,KNN AggOut,0.05,10,eunite2001
31.3865078511876,2.56492127623028,SVR AggOut,0.05,10,eunite2001
21.1524614423466,1.52107224883989,LM AggOut,0.1,10,eunite2001
25.2511112073418,2.73387299710496,LM Control,0.1,10,eunite2001
18.9227131628409,1.47775231271485,LM Supervised,0.1,10,eunite2001
29.9676545552341,3.02663572057459,KNN AggOut,0.1,10,eunite2001
31.6693147567747,3.90547737937254,SVR AggOut,0.1,10,eunite2001
22.4427445272125,2.87022709062882,LM AggOut,0.2,10,eunite2001
31.9361291562088,4.39491557797014,LM Control,0.2,10,eunite2001
18.9524945505336,1.68833238370571,LM Supervised,0.2,10,eunite2001
35.0692013287414,4.18109268881776,KNN AggOut,0.2,10,eunite2001
33.4880034604349,4.22053410341707,SVR AggOut,0.2,10,eunite2001
26.9316489610945,4.54025748862064,LM AggOut,0.4,10,eunite2001
39.0915527198906,3.72929121245859,LM Control,0.4,10,eunite2001
19.2028739616653,1.67185381919609,LM Supervised,0.4,10,eunite2001
40.7919503803631,3.70314706401783,KNN AggOut,0.4,10,eunite2001
36.3090395398864,3.61680591156547,SVR AggOut,0.4,10,eunite2001
33.3056684101044,5.43710281692715,LM AggOut,1,10,eunite2001
43.5392560997066,4.03844429444821,LM Control,1,10,eunite2001
19.0131472768408,1.15263320400756,LM Supervised,1,10,eunite2001
44.4228555809418,3.83017959565046,KNN AggOut,1,10,eunite2001
39.0938773087607,4.01165351952491,SVR AggOut,1,10,eunite2001
32.8002719255441,5.56555169168764,LM AggOut,2,10,eunite2001
44.2761316736152,3.22080620353522,LM Control,2,10,eunite2001
19.0209125616389,1.61599486198589,LM Supervised,2,10,eunite2001
44.9160927242958,3.35494781632539,KNN AggOut,2,10,eunite2001
39.9366430785652,3.70856089380818,SVR AggOut,2,10,eunite2001
20.4360677641728,1.96227383081067,LM AggOut,0,20,eunite2001
19.2761637017008,2.08825520260026,LM Control,0,20,eunite2001
19.2201284993852,2.00733138606935,LM Supervised,0,20,eunite2001
23.356001448787,2.74788540567088,KNN AggOut,0,20,eunite2001
32.0699081970529,3.81014918296028,SVR AggOut,0,20,eunite2001
20.7576514005447,1.87909478911476,LM AggOut,0.05,20,eunite2001
21.3655985892377,2.48327496210506,LM Control,0.05,20,eunite2001
18.9680038484294,1.47000800191541,LM Supervised,0.05,20,eunite2001
26.015170193504,2.46722820740896,KNN AggOut,0.05,20,eunite2001
31.9188161157878,3.53823809962296,SVR AggOut,0.05,20,eunite2001
21.592152948351,2.3203086116709,LM AggOut,0.1,20,eunite2001
26.4392885358925,3.22705138589356,LM Control,0.1,20,eunite2001
18.9498184596044,1.84371242454826,LM Supervised,0.1,20,eunite2001
30.285203835336,3.4332851337913,KNN AggOut,0.1,20,eunite2001
32.3402762888472,3.6536565135619,SVR AggOut,0.1,20,eunite2001
22.9132495921136,3.13909228932059,LM AggOut,0.2,20,eunite2001
33.2282965428387,4.02453547129285,LM Control,0.2,20,eunite2001
19.063762780597,1.91365135072807,LM Supervised,0.2,20,eunite2001
35.7478307647284,3.88515180913802,KNN AggOut,0.2,20,eunite2001
33.6642211778103,3.38751983995842,SVR AggOut,0.2,20,eunite2001
29.4759008815564,4.76102946076794,LM AggOut,0.4,20,eunite2001
40.8194816971385,4.02937015276877,LM Control,0.4,20,eunite2001
18.9931863992488,1.63918426083445,LM Supervised,0.4,20,eunite2001
42.1210495306669,4.33622345274289,KNN AggOut,0.4,20,eunite2001
36.9194743419737,4.14435720560569,SVR AggOut,0.4,20,eunite2001
38.4503711426063,5.23085603727527,LM AggOut,1,20,eunite2001
45.5922067531254,3.51533390857621,LM Control,1,20,eunite2001
19.0227490349167,1.57301957808113,LM Supervised,1,20,eunite2001
45.9326152018407,3.68834609071912,KNN AggOut,1,20,eunite2001
41.4123262917505,4.04825272606668,SVR AggOut,1,20,eunite2001
